CF
コード,年度,営業CF,投資CF,財務CF,設備投資,現金同等物,営業CFマージン
2479,2021/03,108514000,-16621000,68170000,-16159000,1363429000,3.91
2480,2021/03,357590000,110559000,-86225000,-146174000,1987835000,31.48
2481,2021/06,244463000,-24244000,-66247000,-13829000,643213000,8.31
2483,2021/03,439397000,19765000,-141535000,-35156000,2989761000,4.43
2484,2021/08,-16419000000,-2346000000,-3000000,-2376086000,10196926000,-56.6
2485,2021/09,1370000000,-688000000,-879000000,-627000000,2867000000,11.23
2487,2021/03,616612000,133075000,-148484000,-21680000,2568063000,5.31
2488,2021/03,200409000,-75350000,297040000,-26273000,1899101000,3.18
2489,2021/03,3418321000,-130671000,-3090941000,-169918000,9944909000,6.97
2491,2020/12,5894000000,-1206000000,-1128000000,-735563000,11422000000,20.2
2492,2020/12,1981621000,-1342735000,-849318000,-1054419000,7055826000,22.58
2493,2020/11,567622000,-93744000,-167840000,-84168000,3010784000,10.04
2497,2021/03,6992868000,-171371000,-1428140000,-157284000,13774158000,42.8
2498,2021/09,1849000000,-1275000000,615000000,-860266000,9772341000,2.71
2499,2020/12,419792000,40682000,-167428000,-5842000,2431130000,9.23
2501,2020/12,16466000000,-16000000000,4138000000,-10199000000,19734000000,3.79
2502,2020/12,275859000000,-1243372000000,956759000000,-80775000000,48460000000,13.6
2503,2020/12,164839000000,-115981000000,-52474000000,-,161667000000,8.91
2531,2021/03,27100000000,-6738000000,-1506000000,-,62860000000,9.73
2533,2020/12,4762000000,-3550000000,-1494000000,-,910000000,6.13
2540,2021/03,1409177000,-217201000,-551495000,-656567000,2575338000,13.57
2551,2021/09,714000000,-2385000000,707000000,-2365689000,1929010000,2.37
2573,2020/12,3321000000,-2116000000,-761000000,-1964000000,11175000000,6.46
2579,2020/12,43716000000,-52076000000,20912000000,-,114778000000,5.52
2586,2021/03,-203920000,-11868000,788141000,-5715000,713627000,-29.45
2587,2020/12,134019000000,-61217000000,-46754000000,-,167480000000,11.38
2588,2021/03,9448000000,-5487000000,2659000000,-,16873000000,16.77
2590,2021/01,12540000000,-7635000000,-2329000000,-,32687000000,7.93
2593,2021/04,25351000000,-7514000000,25813000000,-,107763000000,5.68
2594,2021/03,-1193000000,-396000000,-908000000,-464000000,5756000000,-2.27
2597,2020/12,371798000,-111867000,1040306000,-467401000,4227654000,2.54
2599,2021/03,744809000,-5900348000,3905770000,-5900448000,883644000,6.02
2602,2021/03,6340000000,-14626000000,-5814000000,-14153000000,9256000000,1.89
2607,2021/03,38205000000,-17395000000,-19931000000,-20881000000,20452000000,10.47
2608,2020/03,-68682000,121868000,-382112000,-200131000,1122750000,-0.56
2612,2021/03,2715000000,-846000000,-3011000000,-1091000000,2846000000,8.65
2613,2021/03,4270000000,-2438000000,-2476000000,-3444000000,7778000000,2.59
2651,2021/02,227954000000,-29983000000,-140642000000,-34764000000,401136000000,34.23
2652,2021/09,392000000,-140000000,-283000000,-152708000,736348000,4.07
2653,2021/02,8973000000,-14883000000,2302000000,-15458000000,10511000000,2.72
2654,2021/03,227707000,-960000,-199259000,-9423000,4708552000,1.21
2656,2021/03,91256000,-7752000,-,-7616000,862084000,10.52
2659,2021/02,19686000000,-6428000000,-2133000000,-6296000000,40124000000,10.41
2664,2021/03,15267000000,-3152000000,-3984000000,-3182000000,41235000000,5.37
2666,2021/03,571096000,-186808000,-265000000,-112252000,1129571000,8.08
2667,2021/09,-521000000,-19000000,1230000000,-36426000,1635254000,-21.4
2668,2021/02,-692633000,-181493000,586101000,-165373000,2514128000,-6.02
2669,2021/02,966679000,-761042000,-341888000,-666073000,12653492000,1.28
2670,2021/02,23487000000,-11316000000,-15016000000,-6604000000,146454000000,10.66
2673,2021/03,23677000,-859000,-20976000,-1815000,8683000,3.54
2674,2021/03,1130232000,-312634000,-480795000,-459628000,2197245000,5.31
2675,2020/12,-6528661000,-576560000,7127827000,-404521000,609934000,-33.15
2676,2021/03,753784000,-774875000,-214498000,-562958000,4900726000,3.66
2678,2021/05,15998000000,-9079000000,-3919000000,-4886000000,66259000000,3.79
2681,2021/03,12428000000,-8225000000,14683000000,-7174000000,54576000000,3.78
2683,2021/02,156800000,-39479000,-227512000,-57751000,940930000,1.45
2685,2021/02,11933000000,-7366000000,-6840000000,-6502000000,24082000000,6.49
2686,2021/02,-5674000000,1047000000,4440000000,-,1372000000,-8.62
2687,2021/02,120761000,-341040000,550891000,-698100000,1936307000,1.65
2689,2021/06,3126307000,-630379000,-2262540000,-632999000,2110675000,2.77
2692,2021/03,8012000000,-14527000000,-1678000000,-443000000,2583000000,1.22
2693,2020/12,-820641000,-836438000,1820630000,-655175000,3415065000,-6.97
2694,2021/03,-934613000,417015000,-87758000,-131122000,3210445000,-4.74
2695,2020/10,8935000000,-8336000000,-1164000000,-7232000000,20611000000,6.58
2698,2020/11,2064000000,-1699000000,-271000000,-1426000000,4283000000,2.83
2700,2020/12,704926000,-142597000,-1282294000,-318967000,1847505000,0.66
2702,2020/12,27881000000,-44051000000,-4712000000,-18386000000,37741000000,9.67
2705,2021/03,-2701224000,-496138000,4984432000,-510629000,3664933000,-16.74
2706,2021/02,453405000,-3486241000,-229305000,-492778000,3621667000,7.19
2708,2021/03,-3072000000,-88000000,3907000000,-352000000,3867000000,-8.12
2714,2020/03,1555732000,-27287000,-510051000,-19740000,4431467000,2.63
2715,2021/03,6104000000,-747000000,-1264000000,-815000000,27877000000,3.39
2721,2020/12,-358081000,-3429000,501557000,-3209000,170811000,-29.3
2722,2021/05,636542000,-220789000,-258707000,-284323000,967145000,3.07
2726,2021/02,1450000000,-1188000000,10098000000,-1831000000,63088000000,1.34
2729,2021/03,3825667000,-592282000,-917039000,-618007000,8462892000,4.76
2730,2021/03,42964000000,-7975000000,-7891000000,-7658000000,43072000000,5.59
2733,2021/03,14071000000,-5157000000,-5828000000,-5333000000,20888000000,1.69
2734,2020/11,10791000000,-6120000000,-4861000000,-6750000000,21598000000,5.1
2735,2021/08,378000000,-778000000,-51000000,-761965000,6169208000,0.75
2736,2021/08,1337000000,-7000000,-1235000000,-146710000,1040009000,15.33
2737,2021/03,-11583000000,-30000000,11296000000,-26000000,9550000000,-3.83
2742,2021/02,11589000000,-7560000000,4684000000,-6592000000,23249000000,7.63
2743,2020/12,-1817461000,-1876352000,3176133000,-124253000,113443000,-77.26
2747,2021/02,741498000,29643000,-638650000,-269629000,827253000,1.86
2749,2021/03,2469167000,190839000,2155203000,-644100000,11020922000,7.37
2750,2021/03,2259242000,-266110000,-882490000,-291636000,4718478000,5.58
2751,2021/04,1470000000,-126000000,372000000,-212000000,8701000000,5.44
2752,2020/12,-2517000000,-2458000000,4305000000,-2176000000,2247000000,-9.39
2753,2021/03,-1151000000,-2982000000,41000000,-375000000,3733000000,-5.2
2754,2021/03,517542000,-239839000,27948000,-245562000,1706287000,7.31
2760,2021/03,-3463000000,-469000000,5079000000,-427000000,5391000000,-2.42
2761,2021/05,1628910000,1161117000,-455312000,-333529000,21263691000,4.01
2762,2021/06,-1780000000,1061000000,507000000,-115000000,922000000,-84.68
2763,2021/03,-1143000000,456000000,4611000000,-,12775000000,-2.77
2764,2021/03,-2695745000,-2874116000,1577843000,-,640327000,-43.02
2767,2021/03,3692000000,-1072000000,-2835000000,-586000000,24510000000,9.52
2768,2021/03,84972000000,-35676000000,-40621000000,-23889000000,287597000000,5.3
2769,2021/05,2223000000,-214000000,-1551000000,-160000000,3853000000,7.86
2773,2021/03,1705899000,-66521000,-172244000,-3139000,6313030000,15.11
2776,2021/01,-342730000,147000,164011000,-,126587000,-48.16
2777,2020/12,1481806000,-83664000,-72111000,-58765000,3671318000,13.41
2778,2021/02,-1155954000,76941000,970674000,-261602000,2135678000,-6.33
2780,2021/03,4379703000,-1222120000,1353990000,-,11894785000,8.63
2782,2021/03,19447000000,-7919000000,-5220000000,-4667000000,49771000000,9.69
2784,2021/03,-21191000000,-4732000000,-14472000000,-18211000000,169060000000,-0.81
2788,2020/12,-1733862000,-320915000,2213834000,-147620000,2296623000,-8.86
2789,2021/02,-682475000,-39629000,1053401000,-106967000,911608000,-12.89
2790,2021/03,24781000000,-3495000000,-4492000000,-3957000000,38091000000,10.56
2791,2021/05,9853000000,-7006000000,-2436000000,-6948000000,7857000000,4.45
2792,2021/05,7707600000,-1880896000,-978616000,-1785927000,13669659000,16.99
2795,2021/03,293600000,404710000,-146186000,-13592000,2011654000,5.66
2796,2021/05,1945000000,-1076000000,-728000000,-552000000,4604000000,3.72
2798,2021/02,-99855000,-101442000,232525000,-123064000,1096216000,-1.2
2801,2021/03,57167000000,-16886000000,-15420000000,-15718000000,55678000000,13.01
2802,2021/03,165650000000,-66247000000,-60387000000,-76889000000,181609000000,15.46
2804,2021/03,1513841000,-165178000,-774128000,-479507000,4850561000,8.55
2805,2021/03,11313000000,-6575000000,-1317000000,-6898000000,25563000000,9.9
2806,2021/03,2025000000,-239000000,-277000000,-207000000,8395000000,13.19
2809,2020/11,34955000000,-26039000000,5000000,-25453000000,65777000000,6.58
2810,2021/03,23181000000,-8558000000,-6172000000,-10994000000,78343000000,9.27
2811,2020/12,20442000000,-3398000000,12104000000,-,56768000000,11.17
2812,2021/03,980665000,-224729000,-707789000,-184186000,6560780000,6.85
2813,2021/03,318674000,-433360000,-124064000,-453368000,1051017000,3.19
2814,2021/03,1289965000,-176089000,-197693000,-163627000,8747349000,21.21
2815,2021/03,11015523000,4276909000,-2483311000,-1516718000,40877790000,22.17
2816,2021/03,1966000000,-635000000,-671000000,-626000000,2645000000,9.01
2818,2021/03,639649000,-565471000,221826000,-622991000,1913053000,7.48
2819,2021/03,4735000000,-870000000,-1229000000,-725000000,15498000000,9.22
2820,2021/06,2595279000,-667781000,-1882890000,-665013000,248947000,19.06
2830,2020/11,1834226000,-224823000,-1459709000,-705633000,941291000,8.97
2831,2021/03,3531331000,-5501736000,2420520000,-5368091000,2558478000,5.24
2871,2021/03,45453000000,-32213000000,-10709000000,-30653000000,28011000000,7.94
2872,2021/02,486111000,-63147000,-456943000,-83131000,99070000,13.88
2874,2021/09,12786000000,-11644000000,-2215000000,-12871000000,3160000000,11.54
2875,2021/03,47783000000,-49985000000,-8591000000,-16300000000,32832000000,14.02
2876,2021/03,284902000,-382744000,-317822000,-376037000,974387000,1.71
2877,2021/03,3177843000,-1352887000,-1263938000,-1104499000,2918573000,6.5
2882,2021/02,655000000,-17000000,-191000000,-1598808000,1380000000,2.52
2883,2021/03,794895000,137419000,-435389000,-17004000,4310327000,3.53
2884,2021/02,2092629000,-387676000,359275000,-185806000,4544175000,7.14
2892,2021/03,3854000000,-2121000000,-1776000000,-1583000000,177000000,8.55
2894,2021/03,88995000,-120011000,125649000,-140266000,2579907000,1.07
2897,2021/03,72714000000,-26528000000,-19046000000,-31302000000,90294000000,14.37
2899,2021/03,5561000000,-3580000000,-1981000000,-,8601000000,5.42
2901,2021/03,-37711000,-146170000,497081000,-5103000,490892000,-1.35
2902,2021/03,4674000000,-4365000000,-1506000000,-2927184000,5596875000,11.92
2903,2021/03,3166000000,-1196000000,-320000000,-1287000000,4681000000,6.96
2904,2021/06,2416959000,-688188000,-1821842000,-1555135000,1286873000,6.97
2905,2021/03,166893000,-1993598000,2076037000,-2284199000,607373000,2.1
2907,2021/03,2002259000,-238961000,-1770959000,-480574000,1763008000,4.7
2908,2021/03,6105000000,-5604000000,-1233000000,-6285000000,13874000000,9.51
2910,2021/04,2763000000,-2499000000,-733000000,-2332000000,13018000000,6.31
2911,2021/03,829259000,-691382000,-279519000,-589337000,925681000,10.08
2914,2020/12,519833000000,5354000000,-297404000000,-85319000000,538844000000,24.84
2915,2021/03,5203000000,-588000000,-2976000000,-705000000,12385000000,7.6
2916,2021/03,1470679000,-1840777000,-138633000,-1785911000,3240298000,7.53
2917,2021/09,1403000000,-599000000,210000000,-638560000,1798356000,7.84
2918,2021/02,8338000000,-5226000000,-1922000000,-5453000000,8946000000,4.29
2919,2021/03,954247000,-1977456000,-95710000,-1988459000,2153102000,12.24
2922,2021/03,3304925000,-405742000,-1824221000,-402422000,3341862000,6.74
2923,2021/04,4854704000,-2167895000,-2633699000,-2098475000,359587000,10.34
2924,2021/03,1053000000,-239000000,-311000000,-236000000,2429000000,7.62
2925,2021/02,3047000000,-1312000000,-607000000,-1409000000,4437000000,6.62
2926,2021/09,49000000,-14000000,-20000000,-17282000,548948000,1.62
2927,2021/08,2582000000,-274000000,2185000000,-,8667136000,11.54
2928,2021/03,23126000000,-4000000,-16448000000,-3067000000,33786000000,13.63
2929,2021/07,5938000000,-442000000,1030000000,-173000000,9794000000,12.7
2930,2021/02,682347000,-609819000,-555065000,-,3612973000,7.36
2931,2020/09,-1217472000,-350533000,162891000,-393332000,6253900000,-9.14
2932,2020/12,1130336000,-231593000,215840000,-192748000,2548584000,4.9
2933,2021/03,5788553000,532296000,-4637427000,-1018418000,4265073000,5.8
2934,2021/05,830912000,-7985000,-93648000,-6925000,1631094000,9.78
2961,2020/09,678676000,6412000,-198120000,-33591000,2557297000,4.27
2970,2020/12,-215000000,-251000000,396000000,-121000000,1230000000,-4.55
2974,2021/09,-1807000000,-501000000,73000000,-453889000,7316008000,-5.7
2975,2020/11,4765770000,-378459000,-1312642000,-267449000,7405186000,12.04
2976,2021/03,534316000,150431000,158713000,-308121000,3065361000,12.38
2978,2021/07,-437819000,-105924000,1221159000,-142162000,2197304000,-26.95
2980,2021/03,-3566962000,-253796000,3275569000,-253070000,2637195000,-48.6
2981,2021/03,-699397000,-36451000,688357000,-,3643533000,-8.52
2982,2020/12,-1058244000,-625089000,162611000,-15649000,7362974000,-6.28
2983,2021/01,162145000,-290866000,444015000,-232150000,2443849000,0.74
2986,2020/12,1733821000,-637299000,-1292407000,-877702000,2594560000,12.6
2987,2021/09,-2646000000,-276000000,3690000000,-33175000,3253344000,-28.79
2991,2021/07,189273000,-940614000,2386063000,-916655000,3296978000,0.46
3001,2020/12,6530000000,2167000000,-4184000000,-1285000000,8017000000,16.47
3002,2021/03,8595000000,1169000000,-9335000000,-,9717000000,6.95
3003,2020/12,202304000000,-343137000000,187388000000,-321493000000,94704000000,59.56
3004,2021/03,2124000000,-224000000,-1716000000,-194000000,1351000000,5.7
3010,2021/03,-1509540000,-650867000,2946137000,-482791000,1659505000,-50.8
3011,2021/03,483869000,-996595000,635412000,-935677000,1424006000,13.64
3020,2021/03,1347000000,-650000000,-215000000,-255000000,1493000000,3.4
3021,2021/05,2383989000,-1468785000,1690000,-1425698000,1810893000,45.63
3023,2021/03,887000000,-415000000,-73000000,-193000000,4675000000,3.32
3024,2021/03,291825000,-98993000,-246755000,-76645000,1101749000,0.98
3028,2021/06,46882000000,-5745000000,-4756000000,-5653000000,57159000000,20.1
3030,2021/02,-1824402000,-119341000,1892912000,-114165000,1529854000,-47.65
3031,2021/04,184766000,-43512000,-1972456000,-81486000,4802869000,4.23
3032,2021/03,580355000,-177789000,129635000,-39815000,895242000,11.02
3034,2021/03,12912000000,-3065000000,-6114000000,-2104000000,19498000000,7.98
3035,2021/08,400000000,-52000000,-412000000,-84521000,2285259000,2.31
3036,2021/03,4098000000,-2472000000,2849000000,-3053000000,26002000000,1.91
3038,2020/10,19543000000,-17314000000,-3704000000,-12125000000,68285000000,5.73
3040,2020/12,2620000000,-1120000000,-1105000000,-1092000000,7305000000,15.92
3041,2021/06,57822000,-5627000,145246000,-,976362000,1.08
3042,2021/03,47431000,-51542000,296865000,-46568000,980103000,3.95
3043,2021/05,5426000,-1900000,-32277000,-1050000,245208000,0.43
3045,2021/08,280000000,623000000,-867000000,-14914000,161504000,18.67
3046,2021/08,5058000000,-3175000000,-3758000000,-1931000000,23206000000,7.92
3047,2020/12,432623000,-871061000,501995000,-,408101000,9.13
3048,2021/08,7763000000,-12356000000,-4387000000,-9371000000,108857000000,0.93
3050,2021/02,45243000000,-16002000000,12421000000,-17634000000,79934000000,9.6
3053,2020/12,-7158000000,8067000000,2257000000,-273000000,5589000000,-23.03
3054,2020/12,259883000,-31622000,597448000,-20687000,3065362000,1.22
3055,2021/03,1791000000,-2179000000,-731000000,-2645000000,20434000000,0.75
3057,2021/02,-1450147000,-497957000,1709865000,-528981000,524860000,-30.75
3058,2021/03,1097255000,-330856000,-514044000,-309930000,3905836000,5.25
3059,2021/03,1297866000,-714124000,-472125000,-105639000,2750216000,8.13
3063,2021/02,114232000,-639187000,1929270000,-702705000,2313655000,1.7
3064,2020/12,15269000000,-9015000000,1773000000,-9111000000,18767000000,9.7
3065,2021/02,-1862689000,1226404000,2199461000,-130267000,3619490000,-20.19
3066,2021/03,-41773000,-166214000,984197000,-136983000,1646064000,-0.7
3067,2020/09,-487481000,-675679000,1484216000,-59920000,1263471000,-12.26
3068,2021/03,-1386186000,6270103000,-650095000,-220601000,7418752000,-8.76
3069,2021/03,-291726000,2682935000,-4711119000,-1305543000,5727217000,-0.42
3070,2021/01,-638510000,1137898000,-154989000,-15213000,867174000,-26.77
3071,2021/01,614191000,-143456000,264741000,-153475000,1394259000,2.19
3073,2021/02,-6844000000,-1199000000,5756000000,-1405634000,4525000000,-29.14
3075,2021/05,1054827000,-126973000,2838122000,-135025000,8604035000,5.93
3076,2021/06,9372000000,-656000000,-2465000000,-694000000,32012000000,20.28
3077,2021/03,-747235000,107589000,474737000,-61191000,500516000,-27
3079,2021/03,1743161000,-217122000,-273640000,-248226000,6486000000,4.25
3080,2021/02,1117127000,-140878000,-169432000,-30998000,3459482000,4.21
3082,2021/06,-856445000,-307142000,338176000,-144129000,4236641000,-15.25
3083,2021/02,-128072000,31862000,-65787000,-10602000,572357000,-4.71
3085,2020/12,4054000000,-3872000000,-2600000000,-1226000000,15933000000,10.49
3086,2021/02,56471000000,-20870000000,58727000000,-14729000000,128925000000,17.7
3087,2021/02,-2883000000,-5949000000,-2146000000,-5180000000,26309000000,-3
3088,2021/03,25875000000,-6311000000,-9409000000,-5266000000,38517000000,4.75
