業績
コード,年度,売上高,営業利益,経常利益,純利益,EPS,ROE,ROA
8115,2021/03,7170900000,-717117000,-607293000,-1858194000,-389.09,-,-
8117,2021/03,27571567000,5408808000,6004133000,3864178000,211.01,11.53,9.81
8118,2021/03,8096000000,-5000000,81000000,-129000000,-7.14,-,-
8119,2021/03,33050887000,-709617000,-446758000,-717448000,-303.25,-,-
8123,2021/03,11293144000,-462401000,-381764000,-433812000,-237.6,-,-
8125,2021/02,74015000000,5422000000,5661000000,3191000000,61.44,3.3,2.32
8127,2020/08,14252386000,-923925000,-760345000,-1295504000,-63.05,-,-
8129,2021/03,1210274000000,4303000000,10289000000,4989000000,70.76,2.1,0.73
8130,2021/03,145316000000,6701000000,7042000000,4780000000,78.97,5.12,3.01
8131,2021/03,226462000000,5232000000,6003000000,3369000000,54.54,3.63,2.32
8132,2021/03,217122000000,2935000000,3023000000,2717000000,249.82,5.31,2.81
8133,2021/03,739067000000,19346000000,-,12168000000,107.8,8.93,2.98
8135,2021/03,37611000000,-129708000,147000000,109000000,5.57,1.1,0.47
8136,2021/03,41053000000,-3280000000,-1731000000,-3960000000,-47.93,-,-
8137,2021/03,134769000000,2152000000,2567000000,1786000000,113.2,5.1,2.34
8138,2021/03,21613068000,58921000,183531000,76392000,57.23,0.81,0.49
8139,2021/03,16295195000,850000,-42641000,-331577000,-21.62,-,-
8140,2021/03,219884000000,4628000000,5122000000,4586000000,195.74,5.12,3.1
8141,2021/03,102898000000,1543000000,1561000000,1255000000,33.85,2.52,1.71
8142,2021/01,186217000000,-3141000000,-2063000000,-3591000000,-333.83,-,-
8143,2021/02,5227557000,-1897974000,-1598596000,-2135989000,-907.85,-,-
8144,2021/03,57358000000,1222000000,1870000000,1279000000,209.67,4.77,3.49
8145,2021/03,40840299000,288365000,405891000,232641000,132.09,1.85,1.56
8147,2021/03,17319480000,237746000,482501000,317115000,61.16,3.37,2
8150,2021/03,112791000000,2167000000,1878000000,1646000000,85.81,3.81,1.95
8151,2020/09,23104580000,1250053000,1450601000,1438644000,58.74,4.78,4.17
8152,2021/03,19373390000,327526000,397944000,273137000,140.79,2.16,1.35
8153,2021/03,71972000000,1422000000,1427000000,997000000,32.34,2.21,1.54
8154,2021/03,422365000000,11467000000,11241000000,11399000000,415.04,12.53,4.81
8155,2021/05,85051000000,6085000000,6027000000,4133000000,128.65,6.2,4.39
8157,2021/03,120004000000,3202000000,3361000000,2346000000,134.04,7.58,3.08
8158,2021/03,94586000000,781000000,1072000000,800000000,32,3.08,1.3
8159,2021/03,161440000000,4033000000,4388000000,3457000000,136.98,4.6,2.87
8160,2021/03,31067000000,-4219000000,-3567000000,-5577000000,-218.42,-,-
8163,2021/03,43707000000,-3802986000,-2067000000,-4067000000,-116.46,-,-
8165,2020/12,83286000000,-389000000,-3800000000,-3946000000,-95.22,-,-
8166,2021/02,14601957000,-3400098000,-3107797000,-3139010000,-128.83,-,-
8167,2021/02,239044351000,8384335000,9279437000,4932657000,112.53,6.9,4.31
8168,2021/02,113411000000,4889000000,5602000000,3043000000,46.72,6.55,3.75
8173,2021/03,449121000000,16550000000,16555000000,8873000000,331.61,8.94,4.22
8174,2021/03,143490000000,13627000000,14062000000,9373000000,78.94,13.52,6.69
8179,2020/12,80349000000,-19269000000,-19855000000,-27532000000,-737.43,-,-
8181,2021/02,1611443000,-1672831000,-1411736000,-1938125000,-754.61,-,-
8182,2021/03,255637000000,6982000000,7290000000,4124000000,88.96,7.58,4.16
8184,2020/08,153540000000,9598000000,10094000000,6422000000,150.72,3.54,2.71
8185,2021/02,94227000000,-4475000000,-4173000000,-5002000000,-140.37,-,-
8186,2021/04,27799036000,-2073252000,-2256056000,-2371777000,-40.97,-,-
8190,2021/03,95024000000,2047000000,2164000000,897000000,46.83,5.41,2.13
8194,2021/02,759146000000,27388000000,28156000000,17824000000,380.3,18.27,6.64
8198,2021/02,355904000000,11726000000,11744000000,5302000000,146.04,7.15,4.05
8200,2021/02,33006725000,-5403132000,-5561438000,-8746440000,-351.31,-,-
8202,2020/12,82988000000,-3359000000,-3444000000,-16641000000,-182.03,-,-
8203,2021/02,131789000000,6011000000,5748000000,3542000000,106.7,12.73,4.3
8207,2021/03,5951204000,-4650097000,-4597208000,-5168193000,-196.75,-,-
8208,2021/03,38166000000,1147000000,1004000000,832000000,121.67,8.69,2.29
8209,2021/03,1894105000,-643484000,-458262000,-252380000,-88.49,-,-
8214,2021/03,143169000000,-5793000000,-6606000000,-11931000000,-140.76,-,-
8215,2021/03,3230009000,-711698000,-478226000,-690253000,-400.1,-,-
8217,2021/02,268679000000,7845000000,8015000000,3786000000,86.37,4.89,2.75
8218,2021/03,385700000000,30326000000,30369000000,20402000000,410.24,10.17,5.86
8219,2021/03,161404000000,-14404000000,-11436000000,-38887000000,-781.31,-,-
8225,2021/03,4654920000,-697357000,-695333000,-940131000,-1484.62,-,-
8226,2021/03,10139521000,216125000,226339000,157707000,10.43,3.68,2.2
8227,2021/02,542608000000,38026000000,39404000000,26163000000,711.92,6.81,5.79
8228,2021/03,227693000000,1929000000,2590000000,1235000000,55.96,5.43,2.33
8230,2021/03,17838751000,1078340000,1087763000,215560000,11.88,2.34,1.21
8233,2021/02,680899000000,-13496000000,-13637000000,-33970000000,-203.74,-,-
8237,2021/02,52730000000,-3904000000,-3957000000,-4417000000,-83.21,-,-
8242,2021/03,739198000000,-4438000000,-2907000000,-24791000000,-200.44,-,-
8244,2021/02,218351000000,-2020000000,-1293000000,-4949000000,-122.57,-,-
8247,2021/02,33930156000,-845973000,-624175000,-412933000,-73.59,-,-
8249,2021/03,73079000000,2144000000,2368000000,1387000000,74.39,2.84,2.02
8252,2021/03,220832000000,15310000000,14607000000,2327000000,10.85,0.8,0.26
8253,2021/03,282625000000,37490000000,-,36132000000,231.24,6.8,1.06
8254,2021/02,15002677000,-639627000,-732773000,-846526000,-271.35,-,-
8255,2021/03,256351000000,12114000000,12569000000,8282000000,359.43,12,7.28
8256,2021/03,5810779000,63773000,54059000,14409000,0.51,1.49,0.42
8257,2020/02,20323000000,313750000,383000000,262000000,326.56,11.08,2.04
8260,2021/02,50534000000,12000000,-165000000,111000000,9.69,1.34,0.23
8267,2021/02,8603910000000,150586000000,138801000000,-71024000000,-84.06,-,-
8273,2021/02,679778000000,35781000000,36078000000,23053000000,321.71,9.92,4.71
8275,2021/03,49788000000,2616936000,2483000000,1357000000,53.31,10.94,4.32
8276,2021/02,439326000000,14037000000,15053000000,9724000000,185.4,5.87,3.26
8278,2021/02,300031000000,5980000000,8012000000,4179000000,109.46,4.46,2.31
8279,2021/03,487189000000,22458000000,22211000000,14593000000,375.79,12.51,5.42
8281,2021/03,202438000000,2767000000,4342000000,412000000,9.32,0.36,0.2
8282,2021/03,792542000000,51737000000,56747000000,38734000000,182.66,14.1,9.05
8283,2021/03,1033275000000,25487000000,28053000000,19317000000,303.98,8.21,4.44
8285,2021/03,80541000000,2567000000,3349000000,2261000000,36.72,5.81,2.77
8287,2021/02,554206000000,8575000000,8883000000,3950000000,75.22,3.88,1.51
8289,2021/02,101084000000,4662000000,4572000000,3041000000,132.38,11.51,4.67
8291,2021/03,140443000000,3445000000,3101000000,1638000000,24.73,3.62,1.73
8293,2021/03,395907000000,10663000000,13496000000,9369000000,278.96,4.2,2.21
8298,2021/03,12851935000,769389000,792733000,548063000,97.8,7.41,4.34
8303,2021/03,374247000000,-,44398000000,45109000000,202.16,4.89,0.42
8304,2021/03,155755000000,-,38982000000,28972000000,248.26,5.86,0.49
8306,2021/03,6025336000000,-,1053610000000,777018000000,60.5,4.62,0.22
8308,2021/03,823600000000,-,190960000000,124481000000,54.2,5.37,0.17
8309,2021/03,1380434000000,-,183155000000,142196000000,379.65,5.28,0.22
8316,2021/03,3902307000000,-,711018000000,512812000000,374.26,4.34,0.21
8327,2020/03,125942000000,-,23460000000,17395000000,22.3,3.42,0.16
8331,2021/03,232940000000,-,71819000000,49641000000,66.82,4.77,0.28
8334,2021/03,143316000000,-,20082000000,13501000000,32.14,2.46,0.13
8336,2021/03,71418000000,-,12807000000,8022000000,239.56,3.22,0.15
8337,2021/03,49986000000,-,7224000000,4763000000,80.41,2.66,0.15
8338,2021/03,35791000000,-,2467000000,1760000000,21.33,1.57,0.07
8341,2021/03,119976000000,-,25115000000,16468000000,222.89,3.21,0.17
8342,2021/03,41350000000,-,3665000000,2251000000,110.94,1.89,0.06
8343,2021/03,43517000000,-,4341000000,2716000000,151.92,1.54,0.08
8344,2021/03,41225000000,-,4838000000,2852000000,87.47,1.76,0.09
8345,2021/03,45318000000,-,6156000000,2896000000,164.61,1.44,0.08
8346,2021/03,58275000000,-,-4087000000,-4664000000,-18.5,-,-
8349,2021/03,13548000000,-,1743000000,1149000000,121.26,2.87,0.11
8350,2021/03,41877000000,-,2217000000,1942000000,110.09,2.2,0.08
8354,2021/03,274754000000,-,60427000000,44647000000,234.86,4.66,0.16
8355,2021/03,230787000000,-,63349000000,43638000000,76.02,3.95,0.31
8356,2021/03,111346000000,-,24608000000,14722000000,393.92,3.78,0.2
8358,2021/03,99791000000,-,23113000000,21433000000,92.52,7.5,0.6
8359,2021/03,152604000000,-,32147000000,22384000000,45.73,2.47,0.18
8360,2021/03,49602000000,-,6229000000,3090000000,96.91,1.41,0.07
8361,2021/03,116425000000,-,12010000000,8011000000,191.72,2.52,0.11
8362,2021/03,42381000000,-,4234000000,2553000000,107.46,1.87,0.07
8363,2021/03,79098000000,-,12890000000,6752000000,241.49,2.42,0.12
8364,2021/03,27782000000,-,3475000000,2163000000,186.68,2.53,0.12
8365,2021/03,9328000000,-,1023000000,559000000,102.85,1.7,0.1
8366,2021/03,86084000000,-,11070000000,11448000000,228.12,2.31,0.15
8367,2021/03,81227000000,-,15744000000,10861000000,333,3.7,0.17
8368,2021/03,93573000000,-,18541000000,12965000000,51.05,3.29,0.17
8369,2021/03,108156000000,-,23765000000,16860000000,223.03,1.45,0.14
8370,2021/03,78909000000,-,20415000000,13591000000,200.97,5.57,0.24
8377,2021/03,175963000000,-,32224000000,21334000000,162.61,3.36,0.13
8379,2020/03,127149000000,-,38996000000,24270000000,77.93,5.04,0.26
8381,2021/03,89178000000,-,14439000000,9679000000,62.14,2.55,0.15
8382,2021/03,116301000000,-,21252000000,14418000000,76.67,2.57,0.16
8383,2021/03,13409000000,-,1618000000,996000000,106.38,2.02,0.09
8385,2021/03,124817000000,-,26172000000,18088000000,57.12,2.47,0.21
8386,2021/03,68950000000,-,5308000000,2565000000,86.95,0.88,0.05
8387,2021/03,41502000000,-,9482000000,6641000000,156.78,4.19,0.2
8388,2021/03,65587000000,-,12663000000,8498000000,202.64,2.9,0.22
8392,2021/03,57709000000,-,6767000000,3615000000,229.6,1.79,0.09
8393,2021/03,54664000000,-,12028000000,7995000000,463.58,5.05,0.22
8395,2021/03,41153000000,-,4213000000,2465000000,146.97,1.95,0.08
8397,2021/03,51788000000,-,7934000000,5207000000,218.8,3.24,0.19
8398,2021/03,17658000000,-,1744000000,1169000000,191.63,2.93,0.13
8399,2021/03,57278000000,-,3844000000,2579000000,60.01,1.96,0.09
8403,2021/03,1255551000000,-,156885000000,125358000000,74.86,5.42,0.2
8404,2020/03,251942000000,-,59280000000,41507000000,5.24,6.82,0.58
8410,2021/03,137267000000,-,35640000000,25905000000,22.01,11.11,2.16
8411,2021/03,3218095000000,-,536306000000,471020000000,185.76,5.09,0.21
8416,2021/03,22904000000,-,1624000000,877000000,86.71,1.21,0.07
8418,2021/03,183255000000,-,36965000000,24957000000,99.63,3.7,0.21
8421,2021/03,260993000000,-,43553000000,31649000000,4717.94,1.57,0.07
8424,2021/03,740263000000,44555000000,47996000000,29566000000,986.16,9.71,0.99
8425,2021/03,497852000000,25963000000,27542000000,21772000000,450.12,10.85,0.84
8439,2021/03,1200184000000,77154000000,78105000000,49145000000,402.56,8.62,0.88
8462,2021/03,860000000,-14000000,94000000,20000000,2.25,0.76,0.63
8473,2021/03,541145000000,235300000000,-,81098000000,339.78,14.43,1.13
8508,2020/12,44326000000,-4752000000,-,-5342000000,-50.46,-,-
8511,2021/03,30924000000,4777000000,5558000000,3971000000,43.28,2.94,0.03
8515,2021/03,127481000000,17530000000,19305000000,18437000000,38.12,12.67,2.14
8518,2021/03,3709000000,-163000000,-399000000,33000000,1.86,0.45,0.13
8519,2021/02,38454000000,5567000000,5589000000,3752000000,6700000,7.12,1.39
8521,2021/03,21899000000,-,1799000000,1188000000,131.73,2.19,0.1
8522,2021/03,69050000000,-,9876000000,10726000000,592.23,4.25,0.22
8524,2021/03,135620000000,-,15767000000,9422000000,24.25,2.16,0.08
8527,2021/03,53281000000,-,6043000000,4266000000,396.78,1.76,0.11
8530,2021/03,31446000000,-,3632000000,2333000000,107.48,2.11,0.11
8537,2021/03,22117000000,-,2576000000,1571000000,165.9,1.99,0.09
8540,2021/03,9377000000,-,798000000,519000000,191.68,1.69,0.09
8541,2021/03,43045000000,-,8683000000,5447000000,139.26,3.55,0.2
8542,2021/03,22580000000,-,2264000000,1519000000,132.2,2.93,0.12
8544,2021/03,62957000000,-,11987000000,7383000000,56.52,2.52,0.13
8550,2021/03,40238000000,-,4525000000,2081000000,19.94,1.25,0.06
8551,2021/03,22412000000,-,2811000000,1522000000,180.25,2.05,0.09
8554,2021/03,15973000000,-,1772000000,1704000000,211.76,3.95,0.2
8558,2021/03,36437000000,-,4093000000,2495000000,67.63,1.86,0.1
8559,2021/03,9980000000,-,803000000,995000000,168.71,3.12,0.16
8560,2021/03,13912000000,-,1640000000,1242000000,234.88,2.58,0.15
8562,2021/03,13314000000,-,-1725000000,-1724000000,-61.62,-,-
8563,2021/03,13067000000,-,1635000000,990000000,78.12,2.48,0.1
8566,2021/03,326266000000,17471000000,17510000000,12019000000,389.91,6.28,1.04
8570,2021/02,487309000000,40651000000,40238000000,17693000000,81.98,4.41,0.29
8572,2021/03,266316000000,98896000000,100014000000,78864000000,50.34,16.24,6.47
8584,2021/03,160650000000,16326000000,16506000000,11778000000,340.68,6.93,0.26
8585,2021/03,229793000000,20809000000,22553000000,19573000000,11.4,8.65,0.51
8586,2020/03,464020000000,-,-,30693000000,262.66,8.06,0.83
8589,2021/03,78538000000,7207000000,7095000000,4687000000,3.08,6.44,0.3
8591,2021/03,2292708000000,258814000000,-,192384000000,155.54,6.35,1.42
8593,2021/03,947658000000,62414000000,64968000000,55314000000,62.07,6.88,0.92
8594,2020/12,40302110000,687543000,739857000,476869000,64.44,5.71,0.38
8595,2021/03,21512000000,8964000000,11707000000,38504000000,1249.43,17.89,14.67
8596,2021/03,28259000000,3592000000,3735000000,1860000000,81.99,5.83,1.25
8600,2021/03,70687000000,-,14493000000,9984000000,62.51,4.18,0.23
8601,2021/03,576172000000,92859000000,115175000000,108396000000,71.2,8.13,0.42
8604,2021/03,1617235000000,-,-,153116000000,50.11,5.68,0.36
8609,2021/03,67259000000,5106000000,7426000000,6017000000,30.42,3.58,0.77
8613,2021/03,19188000000,3661000000,4085000000,4156000000,62.49,9,4.18
8614,2021/03,11966000000,643000000,1130000000,937000000,11.9,2.43,1.07
8616,2021/03,69362000000,9232000000,12548000000,9094000000,36.62,5.49,0.64
8617,2021/03,1111000000,133000000,176000000,162000000,17.13,0.97,0.72
8622,2021/03,15366000000,2817000000,3207000000,1868000000,29.05,4.7,2.6
8624,2021/03,18270000000,1264000000,1300000000,1001000000,27.78,3.45,2.03
8628,2021/03,30082000000,12827000000,12919000000,10283000000,40.02,13.03,1.07
8630,2021/03,3846323000000,-,215097000000,142482000000,397.4,7.06,1.09
8692,2020/03,20359000000,1221000000,1286000000,1066000000,42.55,4.3,2.58
8697,2021/03,133343000000,74565000000,-,51389000000,96,15.99,0.09
8698,2021/03,77905000000,-,-,14354000000,55.82,16.02,1.02
8699,2021/03,57755000000,8871000000,9723000000,-3015000000,-76.05,-,-
8700,2021/03,3040000000,572701000,607000000,413000000,103.48,5.62,4.15
8704,2021/03,6856000000,2356000000,2272000000,1793000000,61.5,24.49,2.62
8705,2021/03,7738402000,580822000,735179000,1587895000,30.64,11.83,1.88
8706,2021/03,8948000000,3913000000,4395000000,3101000000,97.21,6.7,3.98
8707,2021/03,22987000000,7182000000,7530000000,5362000000,228.28,9.54,2.78
8708,2021/03,16433000000,929000000,1542000000,4538000000,111.07,7.85,4.24
8709,2020/03,4829000000,354000000,411000000,257000000,43.73,2.37,0.24
8713,2021/03,53191000000,-,6894000000,3314000000,18.27,2.77,0.1
8714,2021/03,81328000000,-,7714000000,5103000000,18.19,2.09,0.08
8715,2021/03,48049000000,-,2758000000,1586000000,19.55,6.17,2.86
8725,2021/03,4892244000000,-,306524000000,144398000000,255.8,4.68,0.6
8729,2021/03,2207285000000,-,77301000000,47186000000,108.45,6.85,0.28
8732,2021/03,4514000000,-609000000,-628000000,-1050000000,-32.99,-,-
8737,2021/03,39090144000,2590760000,2218964000,1430652000,46.2,10.39,2.32
8739,2021/03,14295000000,6349000000,6189000000,3468000000,17.35,14.9,9.13
8740,2021/03,2057579000,-109552000,-84896000,-123496000,-18.64,-,-
8742,2021/03,3447435000,-197351000,-133612000,-122330000,-12.95,-,-
8746,2021/03,6901538000,-1369447000,-1370947000,-996135000,-60.17,-,-
8747,2021/03,5891726000,605453000,699848000,536443000,98.02,5.77,0.78
8750,2021/03,7827806000000,-,552861000000,363777000000,325.61,7.57,0.57
8755,2021/03,3307376000000,-,198594000000,134316000000,136.49,9.88,1.48
8761,2020/03,1487945000000,-,57690000000,43402000000,59.12,6.87,1.23
8766,2021/03,5461195000000,-,266735000000,161801000000,232.14,4.42,0.63
8769,2021/03,5452753000,726810000,730788000,496223000,29.25,13.63,8.46
8771,2021/03,7194885000,3088846000,3108793000,2004095000,45.12,12.62,8.88
8772,2021/03,5838801000,4114465000,4115950000,2681760000,81.32,6.79,3.4
8783,2021/03,2652804000,-1464672000,-1347281000,-1693774000,-127.93,-,-
8789,2020/09,6841351000,-992962000,-1135408000,-1186007000,-5.9,-,-
8793,2021/03,221255000000,5965000000,6089000000,4118000000,191.24,4.31,0.39
8795,2021/03,2413953000000,-,228132000000,162316000000,271.55,10.51,0.91
8798,2020/09,10510699000,1184063000,1095766000,700411000,33.37,12.49,6.79
8801,2021/03,2007554000000,203770000000,168865000000,129576000000,134.44,5.07,1.67
8802,2021/03,1207594000000,224394000000,210965000000,135655000000,101.34,7.33,2.23
8803,2021/03,35048000000,11228000000,10244000000,7118000000,189.74,6,1.87
8804,2020/12,334980000000,49631000000,47072000000,31795000000,152.11,8.17,1.96
8806,2021/03,42909000000,12101000000,11672000000,8437000000,73.07,5.1,2.14
8818,2021/03,15333960000,5295518000,5081663000,8251804000,158.8,11.72,5.36
8830,2021/03,917472000000,219244000000,209949000000,141389000000,298.33,9.41,2.49
8835,2021/03,27825000000,750000000,535000000,446000000,57.33,3.06,1.02
8836,2021/03,360000000,-14000000,0,-52000000,-0.54,-,-
8841,2021/03,16087000000,5619000000,6030000000,4131000000,43.2,4.44,3.67
8842,2021/01,8171439000,-213912000,-98922000,-290661000,-48.61,-,-
8844,2021/03,107257000000,2376000000,2207000000,2007000000,59.24,5.83,1.4
8848,2021/03,408959000000,-29182000000,-34170000000,-23680000000,-84.87,-,-
8850,2021/03,198963000000,22068000000,23323000000,15599000000,296.24,12.94,6.02
8854,2020/12,5590686000,-346485000,-323938000,-462086000,-291.97,-,-
8860,2021/03,121541518000,3986912000,3558002000,2358813000,66,5.69,1.6
8864,2021/03,24155122000,3831363000,3617837000,-933787000,-18.72,-,-
8869,2021/03,50109000000,3626000000,3007000000,2721000000,109.3,10.54,3.58
8871,2021/03,28890000000,6795000000,6667000000,4304000000,122.72,3.51,2.33
8876,2021/03,156071000000,12496000000,16129000000,8348000000,55.22,21.03,2.9
8877,2021/03,68999416000,7018923000,7001643000,4506481000,292.06,8.81,4.3
8881,2021/03,80815338000,5266442000,5004971000,3422961000,72.98,5.57,3.19
8886,2021/05,37474898000,1210236000,915576000,546146000,374.54,8.41,2.12
8887,2021/05,5970203000,452849000,626102000,442762000,41.79,4.14,2.38
8889,2020/09,44119000000,840000000,8000000,166000000,9.33,3.97,0.48
8890,2021/03,32219000000,1643000000,1351000000,663000000,18.1,1.41,0.63
8891,2021/03,13108439000,983259000,978165000,1823462000,637.81,31.97,12.18
8892,2020/12,77308000000,12202000000,11164000000,7663000000,111.93,19.86,5.13
8893,2021/03,15794276000,1689885000,1433248000,973342000,48.9,14.29,4.54
8894,2020/10,763453000,-32777000,-37676000,-187830000,-0.81,-,-
8897,2021/03,148397000000,10789000000,9933000000,4693000000,43.22,8.66,2.3
8898,2021/03,3867254000,943337000,1023104000,705054000,67.23,11.3,9.93
8903,2021/03,14419068000,855233000,687789000,593602000,126.21,12.94,3.07
8904,2020/08,40626638000,1159095000,1330731000,862310000,59.42,3.49,1.93
8905,2021/02,280688000000,34394000000,28437000000,-1864000000,-8.19,-,-
8908,2021/05,17012188000,1500120000,1465237000,952509000,52.92,9.67,3.77
8909,2020/12,95213851000,8885785000,8490133000,5952344000,175.29,14.35,6.75
8912,2021/06,2142000000,215000000,215000000,141000000,6.96,9.71,4.21
8914,2020/12,22477251000,2275858000,2161462000,2225051000,176.16,12.27,5.47
8917,2020/10,43593545000,2644270000,2579875000,1670875000,120.29,4.99,3.51
8918,2021/02,1141705000,-2822314000,-2788663000,-2789076000,-1.94,-,-
8919,2021/03,97735000000,11343000000,11125000000,7440000000,96.84,26.49,13.4
8920,2021/03,17625205000,1080063000,1149796000,217824000,5.69,0.63,0.28
8922,2021/03,22427000000,7982000000,7959000000,5427000000,7.61,4.78,3.31
8923,2020/11,63939781000,6427755000,-,3602339000,76.05,6.11,2.23
8925,2020/07,21399737000,3245210000,2352540000,2379745000,7.06,51.01,17.86
8927,2020/07,9907392000,551819000,444693000,305985000,12.96,7.02,2.67
8928,2021/06,104750000000,5765000000,5546000000,3685000000,345.46,12.2,3.22
8929,2020/12,19118353000,1303384000,1195803000,800909000,66.02,12.57,5.01
8931,2021/02,39806779000,2737732000,1918045000,1267767000,114.22,5.1,1.37
8934,2021/03,59632000000,7912000000,7524000000,4274000000,87.76,6.41,3.35
8935,2021/03,72988000000,7351000000,7334000000,4983000000,152.45,9.25,5.91
8938,2021/03,3968000000,377000000,46000000,-255000000,-38.79,-,-
8940,2021/05,41074272000,2170896000,1926358000,1127834000,131.88,9.73,3.11
8944,2020/09,4544586000,818143000,326246000,416952000,18.87,2.31,0.76
8945,2021/06,8519000000,836000000,906000000,535000000,53.81,6.09,4.12
8946,2020/12,1951835000,-200251000,-209747000,-310423000,-17.23,-,-
8995,2021/03,2852887000,152806000,165830000,113170000,56.25,3.21,2.02
8996,2020/12,12163281000,969510000,915510000,559043000,138.61,21.07,5.23
8999,2021/03,47154284000,1958986000,2095873000,1724943000,59.3,7.5,2.97
9001,2021/03,496326000000,-13577000000,-9892000000,-24965000000,-119.67,-,-
9003,2021/03,221136000000,-3148000000,-4572000000,-13057000000,-133.26,-,-
9005,2021/03,935927000000,-31658000000,-26824000000,-56229000000,-93.08,-,-
9006,2021/03,234964000000,-18420000000,-20156000000,-27211000000,-98.83,-,-
9007,2021/03,385978000000,-24190000000,-31223000000,-39804000000,-109.6,-,-
9008,2021/03,315439000000,-20866000000,-17980000000,-27519000000,-225.38,-,-
9009,2021/03,207761000000,-18056000000,-32165000000,-30289000000,-179.65,-,-
9010,2021/03,30451499000,-3098141000,-3415355000,-2786229000,-52.47,-,-
9012,2021/03,3933279000,-639040000,-497708000,-531341000,-357.63,-,-
9014,2021/03,17415368000,-689479000,-364162000,-1085672000,-98.9,-,-
9017,2021/03,13630739000,-912669000,-879953000,-972788000,-253.19,-,-
9020,2021/03,1764584000000,-520358000000,-579798000000,-577900000000,-1531.91,-,-
9021,2021/03,920046000000,-245544000000,-257330000000,-233188000000,-1219.57,-,-
9022,2021/03,823517000000,-184751000000,-262064000000,-201554000000,-1025.45,-,-
9024,2021/03,337061000000,-51587000000,-58785000000,-72301000000,-241.31,-,-
9025,2021/03,292348000000,3997000000,9397000000,4836000000,92.13,4.76,1.87
9027,2021/03,65178113000,3489856000,3451159000,2224447000,376.63,14.77,6.37
9028,2021/06,92171000000,5332000000,-,3626000000,216.53,12.82,7.12
9029,2021/03,24436700000,1022882000,1287959000,666529000,51.33,7.48,4.22
9031,2021/03,346121000000,-9501000000,-9639000000,-12074000000,-153.27,-,-
9033,2021/03,25409000000,-6057000000,-6049000000,-3291000000,-108.48,-,-
9034,2021/03,13383348000,1303631000,1313571000,745513000,149.72,3.95,2.36
9035,2021/03,78748000000,-2221000000,-1215000000,-2191000000,-64.34,-,-
9036,2021/03,8552617000,629723000,755150000,413197000,76.31,2.21,1.87
9037,2021/03,118876000000,10563000000,10913000000,6427000000,341.67,9.73,4.97
9039,2021/03,100333000000,11132000000,11728000000,7697000000,374.89,10.67,7.74
9040,2021/03,8009036000,175622000,188851000,116938000,156.66,1.92,1.16
9041,2021/03,697203000000,-62115000000,-41959000000,-60187000000,-316.62,-,-
9042,2021/03,568900000000,2066000000,-7623000000,-36702000000,-151.72,-,-
9044,2021/03,190813000000,5552000000,1854000000,-1861000000,-16.43,-,-
9045,2021/03,253419000000,-1265000000,238000000,-4574000000,-42.67,-,-
9046,2021/03,20231000000,698000000,370000000,187000000,23.26,0.93,0.2
9048,2021/03,481645000000,-16354000000,-8146000000,-28769000000,-146.29,-,-
9049,2021/03,10448000000,-338000000,128000000,-338000000,-170.02,-,-
9051,2021/03,16071021000,692367000,623561000,355261000,67.81,7.96,1.95
9052,2021/03,43490000000,781000000,941000000,422000000,18.99,1.01,0.42
9055,2021/03,100562000000,4725000000,4926000000,2900000000,81.98,5.88,3.42
9057,2021/03,39540000000,3138000000,3184000000,2261000000,303.05,13.36,7.59
9058,2021/03,152285000000,8243000000,8401000000,5730000000,585.5,13.35,8.73
9059,2021/03,44035000000,2364000000,2475000000,1501000000,139.46,7.85,3.68
9060,2021/03,53963117000,845515000,869253000,453958000,331.76,3.87,1.08
9062,2021/03,2079195000000,78100000000,81276000000,56102000000,604.79,9.63,3.44
9063,2021/03,39499178000,1323426000,1552260000,1098994000,542.07,6.08,2.61
9064,2021/03,1695867000000,92121000000,94019000000,56700000000,151.54,9.84,5.2
9065,2021/03,533870000000,33928000000,34997000000,23540000000,389.08,10.02,5.15
9066,2021/03,155915000000,2611000000,4287000000,2007000000,103.54,3.17,1.51
9067,2021/03,47270000000,661000000,743000000,475000000,16.44,2.02,1.16
9068,2021/03,121136000000,9851000000,10490000000,6748000000,332.71,6.81,4.27
9069,2021/03,572405000000,21520000000,22230000000,14240000000,93.81,10.57,3.27
9070,2021/03,134695000000,6455000000,7146000000,4660000000,514.16,6.06,3.09
9072,2021/03,182536000000,18191000000,20572000000,14544000000,221.26,7,4.51
9073,2021/03,8698923000,172726000,219406000,154270000,50.52,4.08,1.95
9074,2021/03,32341000000,1155000000,1516000000,915000000,276.6,4.42,2.59
9075,2021/03,285518000000,21145000000,22466000000,15320000000,312.75,5.68,3.25
9076,2021/03,592046000000,24560000000,27751000000,16660000000,89.31,3.97,2.48
9077,2021/03,112055000000,3623000000,3762000000,2665000000,411.09,6.76,2.56
9078,2021/03,47782000000,1503000000,1629000000,971000000,89.56,3.9,2.38
9081,2021/03,90915000000,-5940000000,-5354000000,-8516000000,-693.94,-,-
9082,2021/03,11533000000,-3544000000,-2088000000,-1721000000,-408.43,-,-
9083,2021/03,35669000000,-2266000000,-1314000000,-2167000000,-359.86,-,-
9085,2021/03,28631736000,-4129830000,-3178637000,-2248687000,-859.15,-,-
9086,2021/03,652380000000,41050000000,-,22873000000,240.02,14.74,2.9
9087,2021/03,7520194000,183815000,218010000,79322000,79.81,1.27,0.78
